timestep	N2	N3	N4
54	0.0003162878189213091	0.000595177195637631	-0.00153512926872835
55	-0.00036792559353898354	0.0011591919617792734	-0.001409793449122372
56	0.00020068889231774798	0.0008860244740588939	-0.00040139562103617174
57	-0.00040705613387289567	0.0016858649469995053	-0.0004492285568058281
58	-4.5791445161401986e-05	0.0012287772474881846	-0.0005528823408756907
59	-0.0006493326089487257	-0.00011311865252167672	0.0013899053470380891
60	0.0004574290891260006	5.569374753709521e-05	0.0008268592510579048
61	-0.00021411420450793755	0.0004885026994309385	0.0013935097486766678
62	0.00044343158118689407	0.0015169230160645116	0.00013259283502397537
63	-0.0007657904685030283	0.0021551117478443007	0.0001359937062446392
64	0.0002501350563810012	0.002034388060455427	-0.00032953101640990294
65	0.00012494716876557447	0.0017128827580491788	-5.6079406945355726e-05
66	-0.00043986912418733344	0.0016438803824536993	-6.318694580253887e-05
67	-1.6946723828605448e-06	0.0018689080322762833	-0.00013056481134406897
68	0.0004164775217386173	0.0007669954694011434	-0.0001043510779507043
69	-0.00020383962697576258	0.0012775575660340433	0.0002622795052812173
70	0.0002250062038237099	0.0009484047836749659	0.0004996356702618785
71	-0.00035621147467029867	0.0004599710706969645	0.0006327136446862245
72	-0.0009629830207216819	0.0005448929353326555	0.0010640554153980924
73	-0.0007442605943284893	0.000769305923420612	0.0013587465014246053
74	-0.0009519144539085137	0.0003726102015308211	0.0009636717593678166
75	-0.0006417234706685452	0.00030553669557037964	0.0011508715598506664
76	-0.00010020594467948429	0.00010380066297396308	0.0013791100968716446
77	-0.00012118915769294882	0.001338129841993083	0.0003531099638834079
78	-0.0001839536655387241	0.0010587044125841272	0.0007098986375216989
79	-0.0007222855605639274	0.0018051695344281655	0.0013266493648133085
80	-3.714959102891536e-05	0.001861958523068793	-0.0010908542316506774
81	-0.0006981024091699132	0.002031323673901454	0.0007177294603838689
82	-0.0006784587892698741	0.0012939711056117957	0.0009654055418167522
83	0.0006278131091450203	0.0011749402921571162	0.0009566293005204953
84	0.0005713965588041473	0.0002851718140854043	0.00034331615853422495
85	0.0007198359204434737	0.00024762407156189074	0.00044677530121423493
86	0.0007431819786204278	0.0013622123845481108	0.0007485919955530955
87	-0.0001433656044337807	0.0015271122154529061	0.0006940014020062626
88	6.000003330718887e-05	0.0023489376953645517	-0.00035452932154905487
89	-0.0003522220322350034	0.002766714209678879	-0.0003809576700950717
90	0.00010574655532461733	0.0016340943438630036	-5.2082606497009035e-05
91	0.00010934156927014979	0.0015544538818579525	-0.00035370798779238373
92	0.0004607634247873071	0.0007104749185360971	1.1620810011947328e-05
93	5.81136999673697e-05	0.0016205573789775081	0.000801499109359566
94	0.0002660487431708114	0.002038940714103708	-0.0003735671803759774
95	0.00028767320050550067	0.0011068162437291103	-0.0004427653977775346
96	-0.00011493026181531385	0.001593412149376969	-0.00028135980312380977
97	-0.0004623133413163337	0.001783906146637924	-0.001323992395126731
98	-0.0005051515689355797	0.00017575748838059683	-0.00017953313182665284
99	-0.00048187991699216953	0.0015039557293839816	-6.363321487034949e-05
100	-0.0007372722235361774	0.0009884082100093685	0.0005319395968482861
101	-0.0009487510447777679	0.0006412913374966776	0.0008801929768593353
102	-0.001000380567674968	0.0005572595258024191	0.0006676571957362991
103	-0.0006504267520296069	-0.00015374562507601964	0.0009473544667283112
104	-0.0010189213428585292	0.0012472564571866852	-0.00043976674470001386
105	-0.0009628081203982182	0.0013420297731438643	0.0009522066718896105
106	-0.00024089632854498255	0.000179039600514293	0.0005816917271607758
107	-0.0006775994937791555	0.0004521057812014586	-0.00048200477382384573
108	-0.0009881385559159937	0.001291745545612974	0.00024685270123778267
109	-0.0009051369603006289	0.0012918626549202265	0.0004435821652643391
110	-0.0004232141514451471	0.001123784204785991	-0.00041886532942540995
111	-0.0011208116437079788	0.002144598022506056	-0.0011730550995094444
112	-0.0003155313910903289	0.0013778203377100874	0.0006477143233926865
113	-3.444988175184979e-05	0.001063703870516769	0.000805782390555182
114	-0.0012839810415313957	0.001248862745027701	0.0005198764333562764
115	0.00018689017108101247	0.0010977981135989242	0.0011203537336689998
116	-0.0007476422610136766	0.0012811134040640968	0.002074736419567699
117	0.0001524199315119908	0.0009192784111536755	0.0007509273956848052
118	-0.0006112329595174949	-0.0008784015673351495	0.0015741035211136927
119	-0.0002384863552572629	0.0008070950712320891	0.000728301952719435
120	0.00048034397394995003	-0.0007674062027937355	0.0009544203890868204
121	-3.8498804935192376e-05	0.0005299507913157012	-0.0001987529161849434
122	0.0003473713939726883	0.000185203112583761	0.0006842517069297848
123	-0.00016472848298735256	0.00037323034479701397	0.0005328110135491962
124	-4.0297931758621495e-05	0.0005787535604306164	0.000570885712669397
125	-0.00040074636442558953	-0.00016227283151489175	0.00047879391137558777
126	1.4617987120720395e-05	0.0009041470577773775	0.0003044744498488742
127	0.000542640562498306	0.0005620764837701468	0.001037435111389276
128	7.676559109526089e-05	0.000841776775570212	0.0005073742879397394
129	0.0013803997084107327	0.0012550683038985101	-0.0007669464425295156
130	7.90418738083536e-05	0.0006818401365038572	-0.00030656653136168033
131	0.0006852381441407064	0.0017475034830960812	-0.00038760039455929836
132	0.0005468196783696181	0.0017499539209314976	-0.0007448804883892618
133	-0.0008345548856042574	0.002169348216574793	0.0003707000865011479
134	0.00046285511892651395	0.0017948474136267975	-0.0004253379728837101
135	-0.0003484349801643591	0.002114538433840611	-0.00025638960110419787
136	-0.00043237552999784014	0.00035340169561643786	0.0007801083857767097
137	3.7641100258927612e-06	0.0010428399989005014	-0.0004869158847259303
138	-0.0005175906682287134	0.002277494972821818	-0.0011743765890607836
139	-0.0003330992849704136	0.000366167824843315	0.0011551461722954493
140	-0.0004136042938851311	0.0014083604260791752	-0.00012498566634083883
141	-0.0005717932827752921	0.0019100910155211161	-2.0845401737905605e-05
142	0.00044132342237347726	0.000819514967206946	0.0003155409273562014
143	0.0002733209569005664	1.6543046943599772e-05	0.0011475814969038112
144	0.0012068823511748978	0.0006938896853925193	-0.0002698701554264269
145	0.0005098779544853275	0.0012420218071505862	-0.00025258719005595944
146	0.0007303673445327923	0.0006903976047570523	-0.0002576567849777136
147	0.0009367565411536235	0.000172721464637607	-0.0004266265865533241
148	0.0009282390608539302	0.0003896824316699898	-0.0012744384450596403
149	0.000869740321095061	0.0019869351628755204	-0.0009237275625506929
150	0.0012525023797462886	0.00157350103893586	-0.0010352457246752766
151	0.000979911415944173	0.001060431393729791	-0.0015285202024001672
152	0.0010199779267627367	0.0009386193059641873	-0.0008551796260066064
153	0.0008363540745321732	0.0015770355667375545	-0.001247734811277261
154	0.0013464673344813914	0.0005249603585281439	-0.0020871049832516084
155	0.001100553166358932	0.00010006788306294071	-0.0014198903544043427
156	0.0010434745598128267	0.0008408238429358041	-0.0011575945705676243
157	0.0010821027987525838	0.0012677886525401573	-0.002271607322464303
158	0.001366905989439832	0.00017976995806054516	-0.0022838658442100946
159	0.00025774903145348043	0.0003215455158188152	-0.0025896341215997285
160	0.0004805691112045403	0.0005623487983562396	-0.0014326061038115736
161	0.0005354627126216848	0.0008892827193072381	-0.0021032036641400673
162	0.0004107599811375701	0.0017328903179595306	-0.0007327793723629738
163	0.0007676160691692039	0.0017262889737176682	-6.959445458072834e-05
164	2.673176930748371e-05	6.139190065040175e-05	0.00036053766241136504
165	0.0002610570718110704	0.0013564456235256451	-0.00010221673656369727
166	-0.00013859069530317133	0.0007198921258180198	-0.00017520127939732168
167	0.00026523420669270466	0.0004893405224444974	3.336797039137334e-05
168	6.506274082848391e-05	0.0016778149534426507	7.63491523650201e-05
169	-0.000666551864754014	0.0020406382457831226	0.0012394080181680612
170	0.00014865117598255294	0.0006564018871965441	-0.00032847601106932
171	-0.0005770602939978331	0.0006221626742576604	0.00010795794749410704
172	-0.000992566116233363	0.0013823072957591458	-0.0009852708177590574
173	-8.999040855193997e-05	0.000775455000594911	0.00041613875368758796
174	-2.7883181407488454e-05	0.003230746738629786	-0.0010675307696408343
175	-0.0007952425444318884	0.002936075640446275	0.0005360759042042962
176	-0.00030109951471812455	0.0028022137238025747	-0.0005336132659093417
177	-0.0005053588860375723	0.0016347555894576473	-0.000272695608228245
178	-3.585851652539813e-05	0.002032446594064928	-0.0001509379685152718
179	0.0005591076816327449	0.0009533556315418835	-0.000907479324467664
180	-0.0009208355557352837	0.0017258116178426957	-0.00021108816834224383
181	-0.0010494534658346902	0.002457232195453064	-0.0005009537008216264
182	-0.0007233768091823245	0.0006714408743678748	0.00028682060733546726
183	-0.0005796211309729971	0.00145197969939398	-0.00019181973626002837
184	-0.0010063535672578325	0.0011664289764334245	0.000715813402610027
185	-0.000679876184150762	0.001621410452498396	0.00011273262013579976
186	-0.000650908082583511	0.0019480950371347362	3.476189589330913e-05
187	-0.00013406945940817492	0.0017856503260399454	-0.00083658041393562
188	-0.0002974224559218572	0.0016592486714946668	-0.0011678494244028157
189	0.0003247117654033799	0.002696383692799456	-0.002388779512705495
190	0.0007346454236344135	0.0005979725073587871	-0.0005028681054318808
191	0.0007788581345870438	0.0015033923314201933	-0.001519852380377709
192	0.00046476335605461394	0.0012720909306497955	-0.0007556057066192819
193	0.0009107798445321552	0.0014254771191888206	-0.001738548189993016
194	0.000300973261430059	-0.0004367766172465794	-0.0012514642048358333
195	-0.0008800850074456832	0.0009289213774446918	-0.0019118789591714947
196	-0.0005207459865633327	0.0008011478433742252	-0.002670800042240304
197	-0.0009397810953931591	0.0012170571823689176	-0.002496372879650987
198	-0.001199797187559047	0.0011639877054608182	-0.002009908636379506
199	-0.0025596703787055582	0.0013503185700443723	-0.0026214359771489525
200	-0.0012891805778910328	0.0017691516984443753	-0.000788966144366382
201	-0.001375457704537415	0.002432422398360341	-0.0005146804073358201
202	-0.0003869610370914652	0.0017224695011198582	-0.000887408849916579
203	-0.0008969186941668787	0.00013719744325911554	-7.136021189418534e-05
204	-0.0010814683385757305	0.0006489192510017265	-0.0003908830001935861
205	-0.002548647536320096	0.0024904422788881	-0.0009000129158932924
206	-0.001193440751001294	0.0003994951086457681	0.0013648267666137393
207	-0.0009305338542109251	0.0018272307012792187	-0.00024792209946480497
208	-0.0008536596195002498	0.0005451287802587853	0.0014392766404252614
209	-0.00033324149673415453	0.0020508527337319074	-0.0007635558072279609
210	0.0006353260392161757	0.0007429998398856087	0.00041790792812817156
211	-0.0009358642307794907	0.002400186389295188	-0.0007848001374596877
212	-0.0004758713366028194	0.0019457463829594271	-6.577053046875184e-05
213	-0.0005919620107165107	0.002001869378269388	-0.0009428098600681796
214	-7.763655763310621e-05	0.0025296031827268224	-0.0008011332380234265
215	-0.0007604436366350717	0.002493353563937915	-0.00181460817385516
216	-0.0007985051254808035	0.0014581764663999805	-0.0007587427485112126
217	-0.0006374799903286166	0.00192321486493323	-0.0010416152448376433
218	-0.0015951333179009355	0.0018450668968154973	-0.0005027038369418094
219	-0.001234552683210447	0.001703401504990937	0.0009659923674770031
220	-0.0009328377044064972	0.0021855348724691198	-0.0003824165774125579
221	-0.0010909433874557793	0.00013163027453890874	0.0006134227113411864
222	-0.0006521253902828423	0.00031823907344272803	0.00014846740586593572
223	-0.000828229704982483	-0.0005832489136740757	0.0005376567826837147
224	-0.00025974051352488587	0.000533593501562725	-5.5398548029678076e-05
225	-0.0006659819669385078	0.0006470569828226479	-0.00043466512037861353
226	-0.0006851966229643881	-0.00036748259755230904	-0.00032440723597757155
227	-0.00019588918289980805	0.0005386484105216683	2.3315728210403304e-05
228	-0.0016796227748403217	0.0007257853901778682	-0.000398887505327043
229	-0.0008838038323160946	-0.00038744522924152327	-0.000595961991292976
230	-0.00041504852539077104	0.0013935508807939355	3.388480150474764e-05
231	0.0003149681349921248	0.00048193004975075884	0.001508723369243664
232	0.0011705178949155174	0.0012283525290923245	0.0009980778489208325
233	-0.000615844616051292	0.0014677545552225896	0.0010114234468379009
234	-0.001352831361903892	0.0013527699013631614	-0.0003853818611024333
235	-0.00046706013305228896	-0.0001789922641995913	0.0013787323465280568
236	-0.0008511052014795635	0.001360489672701548	0.0011762201164568216
237	-0.0005541613119516627	0.0011522102911550786	-0.0007025697851695788
238	-0.00042484678237535275	-0.0006902714961207823	0.0018593848952405808
239	-0.0007930117878027564	0.0017154329502631054	0.0005673790223870561
240	-0.0009625553844026761	0.0012332030589122577	-0.0012294278935284953
241	-0.0006074763810607709	0.0016938572155089412	0.00031882767673399213
242	0.00048512403021392573	0.0015853566360715427	-0.0002563336691361717
243	-0.0002391321063470518	0.0011603178700917407	-0.0004364769766912523
244	0.0006689839007748984	0.001910618806078773	-0.0007040330202250381
245	0.0002365705876092154	0.0015156491800232925	-0.00010878669563690532
246	0.00035253044642010963	0.0013339836188057108	-0.00045859742475324293
247	0.0002208122572456483	0.001406779032180091	-0.0005410265017278639
248	-0.0011587147380348124	0.0020091654365261974	0.00014965308324946702
249	0.00046687922471025617	0.0005426464833679418	-0.00017851098390076153
250	-0.0001624950867298076	0.0027243313230182666	-0.0003048153245414323
251	9.20876901087331e-05	0.0002826451030732809	0.00017645983508934973
252	0.0005929869694158292	0.002076491127176761	-0.0016158271598495644
253	0.000512825761181928	0.0036301748661770206	-0.00021598202951360682
254	0.0011305497632243368	0.00282205484112705	-0.00028315785430543306
255	0.0004493831792945723	0.0037825256741654085	-0.0007280451050498907
256	0.0005522850404386919	0.0020321592129617003	-0.0014699891731012001
257	0.0008128232988826417	0.0032175272616210304	-0.0015702260734419492
258	0.0010036032540193564	0.00253665412241461	-0.0006938624194716347
259	-7.069416282822963e-05	0.001903577791413201	-0.0007749387277998222
260	0.00037478572606111437	0.0026941209323072075	-0.001457163423071998
261	0.00027201130456067644	0.0019568848072366034	0.00044311511636955516
262	-0.0007246307545726888	0.002277519286495598	-0.00016725898164080154
263	-0.00018809460978429064	0.0031618912723645615	-0.0013253041353955518
264	-0.0009950859881557622	0.0021546450279395094	-0.0006221182876420285
265	0.00010689511375682208	0.002378546767790851	-0.001400184973721635
266	-0.0002515640636457146	0.003280216996956769	-0.0012174502751419259
267	0.00015499297991986146	0.003311075082524967	-0.0010536639270587208
268	-1.0288069129638056e-05	0.0023205985437701384	-0.0005984025813308324
269	9.862177750254072e-05	0.0026035687289231086	0.0006639625530136019
270	0.0015753325003522948	0.001930335622635658	-0.0002121120697373297
271	0.0007583844845329206	0.0009151904308027073	-5.485927284223089e-05
272	7.521204020978056e-05	0.0024230550224271204	0.0009160396856031436
273	0.0019627222665575994	0.000687090876019436	0.00044406538149480525
274	0.0010420673127947084	0.001988585980987942	0.00130189836183761
275	0.0010168782421846724	0.0018259200059980794	0.0011402689324504789
276	0.00038792479296834035	0.001441435141216758	0.0017998660728685398
277	0.0010405719349096205	0.0019633323662098068	0.0010242841474398389
278	0.0006230500571172098	0.0020803489051781985	0.0020607285655267716
279	0.00027247614293052756	0.0011573069536883465	0.000795204176796938
280	-0.00033317603811785525	0.0017107993548782672	0.0010624986063342348
281	0.00033700695896542914	0.0017896516629927525	0.00029547468551527177
282	-0.000288228523537372	0.0009350278196920199	0.00042754380946520505
283	7.307031053684722e-05	0.001279612104711128	-9.350635179032526e-05
284	0.0007883910193696961	0.0011215687157341743	-0.00011190414675604337
285	0.000267088626942794	-0.00041622551769532725	0.00014131730821754574
286	0.0001799457617034767	-1.2750036998333174e-05	0.0012029421405757136
287	1.3539208944990887e-05	0.0005385344033324577	0.00015899946810465102
288	0.0009241833828002124	0.001208756145099564	0.00029142891962624526
289	-0.00037990076331312285	0.0017100134555641943	0.0008538319018174794
290	3.732206383564088e-05	0.00030161563787540905	-0.000269677043721491
291	0.00029911575113811153	0.0006575861810374632	0.00017551565477556553
292	0.0006754898557018934	-0.0007136568184128449	0.00010574173922843564
293	8.603553034443562e-05	9.973867172666993e-05	0.0006087164457284476
294	0.0007331045505789828	0.0008745061103282055	0.0006390117384707501
295	-0.0005186437014855311	-0.0018272731671349755	0.0003268486037633118
296	-0.00035640729270580067	-0.0015260850313388152	-0.0006316811960294479
297	-0.00010524313273461042	0.0007442903074371045	-0.0006562109446403405
298	0.00026092904550825723	0.000374090247687292	-0.001143695803072776
299	-0.001128529286083639	-0.0006366681113861732	0.00031068125861029593
300	0.0004847286475096839	-0.0012133212333351846	-0.0013789901908444443
301	-0.0005333808988887155	-0.0009967139418110707	6.990850375583953e-05
302	-0.0007966375683107227	-0.0002355354179899797	-0.00032737307879868535
303	-0.0008394053507826132	0.0023069740309631455	-0.0010466797646964377
304	-0.001849052390196947	0.0012094660631508554	-9.251197759447644e-05
305	4.4347615320555875e-06	-0.0008068070208287687	0.0005187647541575333
306	0.0010572325912315066	-0.0002917619691893267	-0.0003200633675965168
307	-0.0009239000770338329	0.0011231312142380623	-0.0015036713965151643
308	0.00014627894483275707	0.0005022749049997127	-0.0014294397174940232
309	-0.00018277772445271805	-0.0009055943376884473	-0.0007238250100091224
310	-0.00015162210945974923	0.0004718403044593363	-0.0006454056044170413
311	-0.000382859230996771	0.0005638661104833925	-0.00036959253640321066
312	-0.0007755429066643883	0.0004930678065440222	-0.0009383675610129695
313	-0.0008077243015594606	0.0005892808434386494	-0.0007510520960708547
314	0.0008683876199009841	-0.0007690277519494385	-0.0011751025887930585
315	0.0004250468687002408	-0.0003630311074930532	-0.0011884995958661307
316	-0.00010334393524065959	-0.0004847447278569044	-0.0013820543712257545
317	-0.00011077533534210762	-0.00037150481277293325	-0.0007050936070209215
318	0.0007398813143416011	0.0019490786139379972	-0.0006880690024967578
319	0.0003210085255497196	0.00288271208642043	0.0007181926505928402
320	0.00024719904221340565	0.001186038361271559	0.001190184588315863
321	-0.000963740844498855	0.002068020838479269	0.00034769149630515633
322	-0.00031448363279530363	-0.00014489631901258896	0.00025650706809144286
323	-0.0005655016717691343	-0.0004603488988649483	0.0007573215746413438
324	-0.0009145317177885361	-0.0006044879714053876	-0.0009752547112572865
325	0.0001664126031318151	-0.0007575354868170094	0.001349522489329793
326	-0.0008790638330047795	0.0015843133959537888	0.0001148285502163784
327	-0.0005789792413840744	-0.0013760512981717443	0.0004773027312187985
328	-0.001188336758579987	5.6857558381955204e-05	-0.001046669566861909
329	-0.0008899560028449435	-0.00021112793128861564	-2.276658663052884e-05
330	-0.0005811379523352161	0.0004314690245165321	9.770169161391775e-05
331	-0.00041516793099812086	0.0007352449383712803	0.0003947165888615619
332	4.655277090428398e-05	0.00013031435802608867	-0.0009411998885769451
333	0.0006722592856473208	0.0011240312892692344	-0.0007964811888570245
334	0.0015192057769570888	-0.00010033025449597815	-0.00042824152641548623
335	0.0010153860116552734	0.000537142095994446	-0.0018580402368806696
336	0.0013843375250776307	0.0005305838839059821	-0.001478060779411378
337	0.0009517886990492665	-0.0004299088084278395	-0.0003594123510837025
338	0.000148661390442298	0.0005065586120593473	-0.0012958767737231388
339	0.001243713891281	0.0008140525342889025	-0.0013102386294482076
340	0.0009484221370588131	-0.0005583762928953254	-0.00017700751990948511
341	-0.0010628905361229346	0.0011197967688671624	-0.0005648521978779236
342	-0.000349971801663225	0.00026484701853098146	-0.0001861345232101178
343	0.00019801371367698795	0.0011454682486778428	-0.00030549593999131425
344	0.0004449682981492004	-5.5605541615950786e-05	-0.0002982976087450525
345	-0.000900269732115393	0.0018069674102103223	-0.0008194142660437973
346	0.00021770728344476932	0.00027862267418928173	-0.0010229410294414238
347	2.6490317416263845e-05	0.00023894932877293142	0.0007278601176450974
348	-0.0012660943843280275	-0.00022634885204872413	0.0008189697939568796
349	-0.0004273113541837638	-0.0013687766609585543	0.0019625636532660255
350	-0.0006791563129185925	-0.00025695998621857855	0.001124995940258665
351	-5.209863276813031e-05	6.778923439331006e-05	-0.00011261936550048012
352	0.00019459890877960803	-0.00012929110529484025	-0.0006905558069619977
353	2.8873685335086973e-05	-0.0007869723485343281	-2.1409853918568103e-05
354	-0.0001345143991108383	-0.000122051151470436	0.0014112909051725044
355	0.0009861117017915958	0.0013990525882858142	0.0009080620866507899
356	0.00020114975059717976	0.00043830375161509636	0.0005796769469146724
357	-0.0002907206285593621	0.0013191470183374363	-0.000462089096356205
358	-0.0004730939396548084	0.0014707862269801616	0.000706834142585917
359	2.977251595704674e-05	0.0017062080540636757	-0.0006136890057415163
360	2.9822861539054114e-05	0.0014494150796369163	0.00024122841529964785
361	-2.6042465034188667e-05	0.0014008158912547487	0.00024569312903838193
362	8.046829459263695e-06	0.0008657876355383491	0.0007162054599913344
363	0.000644061558769998	0.0009789855825212176	0.00012029008761269678
364	0.0003842508420000749	-0.0002734404482555129	0.0018378649228969165
365	-0.001294824658654472	0.002578383661618805	0.0009956000876882448
366	0.00038659876617165394	0.0026348941466553567	-0.00048348641211627246
367	0.0002545085533574357	0.0016622996765300753	0.0009307008168483103
368	-0.0008473927620755045	0.0011795481313741161	0.0012468920224149552
369	-0.0009051876271845413	0.0015069694551107975	-5.92009760547388e-05
370	-0.0007848595233211423	0.001008375501000482	0.0010618835903155885
371	3.6294953260696916e-05	-0.00015389877586098112	0.00033636998324203276
372	-0.0012885895184672229	0.0015408002102755393	7.208755926145056e-05
373	-0.0010081618097429418	0.0009919991670526498	-0.0007104023549986304
374	-0.0005114255243505058	0.0017734060890110504	-0.0005587058290665775
375	-0.0012171576641926128	0.0014423915530004992	-0.0003019901563718403
376	-0.001266390520341663	0.0008932101853496601	-0.0013429023182902602
377	-0.00010080469078646852	0.0011454781286252616	-0.0010428113018893204
378	-0.0001972089072839443	0.0013307389781144247	-0.0007978496726724982
379	-0.00048731956644322913	0.0010193139529765854	-0.00038986950248437474
380	-0.0005317734448087593	0.0020552153451337033	-0.00025747279348093104
381	0.0005111220067737898	0.0019043944426423787	-0.0009625004988995079
382	-5.58406689965882e-06	0.0019389621960920053	-0.0014333389186397183
383	0.0007604872383587311	0.0014162591182733662	-0.0008140055921558782
384	0.0006114111615222072	0.0009931040789243084	-0.0007204248974604926
385	0.0010061030056262774	-0.0010656386747947102	-0.0006382326912785193
386	-0.0006040473155159082	0.0015147454312913929	-0.0005041950634000167
387	0.0005975309613496781	0.0006994719547318877	-0.0011679917623185654
388	0.00012529011842746276	0.0003020567887405914	-0.0010668054587298146
389	0.0004751671391187483	0.0011802728486301844	-0.00042577052888640127
390	0.0014486403525814575	0.0011804754214874871	-0.0018331461181076507
391	0.001915053463013471	-0.00013060192005510713	-0.0014241464260043944
392	0.0018089310126640154	0.0024360585231912087	-0.0007993733497421695
393	0.0009220841752716471	0.0011590413733302348	-0.0007697946812725344
394	0.00019776600998612224	-4.0076191563637674e-05	-0.000982370055259604
395	0.0005883697364940234	0.00041181840247382553	-0.0016934030600670089
396	0.0005576803998136717	0.0016883000116244915	-0.0014706860687061602
397	0.00015451298056884779	0.0018546547007369624	-0.0013102802489365006
398	-0.0004512967832975812	0.0024195241934435816	-0.0017050984285162595
399	-0.0001134858277239068	0.0025294057916314438	-0.0013705210827441073
400	0.000916955200179009	0.0019933264009825034	-0.0011695926001743637
401	0.0015550468450721514	0.001610953602180997	-0.0014207433938071131
402	0.0006351944561956383	0.002328905899739691	-0.0010466692380988844
403	0.0011611384075535928	0.001456367180507319	-0.0006342875456718727
404	0.001307260289664866	0.0018063973868859304	-0.0011481426636092628
405	0.0015982684246542915	0.001225925392463674	-0.0018050739307024673
406	0.0002048269435389082	0.0015771054579146165	-0.0016138303279917684
407	0.0007027007258224669	0.0004642336416015856	-0.0011344227191529069
408	0.0004577933679411032	0.0010909060591323717	-0.0015200599580704756
409	0.0005346841373192503	0.0007410779270235579	-0.00010018089439554839
410	0.0006343188592544686	0.002015274606823364	-0.001002027963766593
411	0.0002771853760535238	0.0017914637390191734	-0.0008110844511160326
412	0.0003320047158442982	0.0024837782793182073	-0.0017402496682944525
413	0.0010934133799933824	0.0016019784722864471	-0.0005941625424513993
414	0.0012664907351488386	0.0018929718001605986	-0.0009600792623464812
415	5.44990069498585e-05	0.0014975456412454843	-0.00019176627244654813
416	0.0008319292720383916	0.0027964867691724167	-0.0015456411916402225
417	0.0008213369884284025	0.0015499474208179047	-0.0016194779673247715
418	0.0012058180246283534	0.0015744457470689634	-0.000484630816935992
419	0.0011236454421347016	0.0022423518497654863	-0.0019422922402235819
420	0.0012056016372831986	0.0012357728733591155	-0.00044692743391086076
421	0.000632341313571408	0.0017093328036005115	-0.0002605961015458431
